Confirmation Number, Order Number, Trade Date, Buy / Sell, Stock Code, Units, Average Price, Brokerage, Net Proceeds, Settlement Date, Contract Status
22783873,Unk-22783873,18/12/2006,B,EPG,14000,.710000,29.950000,9969.950000,21/12/2006,Confirmed
22783148,Unk-22783148,18/12/2006,B,MOX,8200,1.205000,29.950000,9910.950000,21/12/2006,Confirmed
22783060,Unk-22783060,18/12/2006,B,MLS,108000,.092000,29.950000,9965.950000,21/12/2006,Confirmed
22778449,Unk-22778449,18/12/2006,B,SMM,3700,2.670000,29.950000,9908.950000,21/12/2006,Confirmed
22772694,Unk-22772694,15/12/2006,S,MLS,100000,.095000,29.950000,9470.050000,20/12/2006,Confirmed
22764832,Unk-22764832,15/12/2006,S,WMT,110000,.081000,29.950000,8880.050000,20/12/2006,Confirmed
22759992,Unk-22759992,15/12/2006,B,RMI,178000,.056000,29.950000,9997.950000,20/12/2006,Confirmed
22748835,Unk-22748835,14/12/2006,B,MLS,100000,.091000,29.950000,9129.950000,19/12/2006,Confirmed
22744429,Unk-22744429,14/12/2006,B,QAN,1800,5.340000,29.950000,9641.950000,19/12/2006,Confirmed
22742371,Unk-22742371,14/12/2006,S,RMI,220000,.050000,34.100000,10965.900000,19/12/2006,Confirmed
22726034,Unk-22726034,13/12/2006,S,SMM,3800,2.690000,31.690000,10190.310000,18/12/2006,Confirmed
22720085,Unk-22720085,13/12/2006,B,WMT,110000,.090000,29.950000,9929.950000,18/12/2006,Confirmed
22719153,Unk-22719153,13/12/2006,S,WMT,116000,.085000,29.950000,9830.050000,18/12/2006,Confirmed
22709775,Unk-22709775,12/12/2006,B,SMM,3800,2.630000,29.950000,10023.950000,15/12/2006,Confirmed
22709329,Unk-22709329,12/12/2006,B,EVE,55000,.180000,29.950000,9929.950000,15/12/2006,Confirmed
22707546,Unk-22707546,12/12/2006,S,THXO,44000,.195000,29.950000,8550.050000,15/12/2006,Confirmed
22706383,Unk-22706383,12/12/2006,B,RMI,220000,.045000,29.950000,9929.950000,15/12/2006,Confirmed
22704283,Unk-22704283,12/12/2006,B,WMT,116000,.086000,29.950000,10005.950000,15/12/2006,Confirmed
22702501,Unk-22702501,12/12/2006,S,JMSO,40220,.200000,29.950000,8014.050000,15/12/2006,Confirmed
22700716,Unk-22700716,12/12/2006,S,MLS,150000,.088000,40.920000,13159.080000,15/12/2006,Confirmed
22670457,Unk-22670457,08/12/2006,S,EVE,44000,.195000,29.950000,8550.050000,13/12/2006,Confirmed
22670334,Unk-22670334,08/12/2006,S,AUZ,110000,.085000,29.950000,9320.050000,13/12/2006,Confirmed
22667174,Unk-22667174,08/12/2006,B,JMSO,40220,.130000,29.950000,5258.550000,13/12/2006,Confirmed
22660151,Unk-22660151,08/12/2006,B,AUZ,110000,.086000,29.950000,9489.950000,13/12/2006,Confirmed
22658201,Unk-22658201,08/12/2006,S,WDS,5000,1.620000,29.950000,8070.050000,13/12/2006,Confirmed
22653695,Unk-22653695,08/12/2006,B,EVE,44000,.215000,29.950000,9489.950000,13/12/2006,Confirmed
22649659,Unk-22649659,07/12/2006,S,INL,38000,.295000,34.750000,11175.250000,12/12/2006,Confirmed
22649115,Unk-22649115,07/12/2006,S,EVE,48000,.210000,31.250000,10048.750000,12/12/2006,Confirmed
22644639,Unk-22644639,07/12/2006,B,EVE,48000,.205000,29.950000,9869.950000,12/12/2006,Confirmed
22639498,Unk-22639498,07/12/2006,B,WDS,5000,1.770000,29.950000,8879.950000,12/12/2006,Confirmed
22637214,Unk-22637214,07/12/2006,S,KZL,1400,7.140000,54.600000,9941.400000,12/12/2006,Confirmed
22635098,Unk-22635098,07/12/2006,B,KZL,1400,7.130000,29.950000,10011.950000,12/12/2006,Confirmed
22631709,Unk-22631709,06/12/2006,S,PDZ,25000,.400000,31.000000,9969.000000,11/12/2006,Confirmed
22629821,Unk-22629821,06/12/2006,S,EXT,83000,.115000,29.950000,9515.050000,11/12/2006,Confirmed
22628993,Unk-22628993,06/12/2006,S,CBH,12000,.795000,29.950000,9510.050000,11/12/2006,Confirmed
22623967,Unk-22623967,06/12/2006,B,PDZ,25000,.395000,29.950000,9904.950000,11/12/2006,Confirmed
22622659,Unk-22622659,06/12/2006,B,EXT,83000,.120000,29.950000,9989.950000,11/12/2006,Confirmed
22617425,Unk-22617425,06/12/2006,S,JMSO,81000,.139502,35.020000,11264.620000,11/12/2006,Confirmed
22614325,Unk-22614325,06/12/2006,B,CBH,12000,.805000,29.950000,9689.950000,11/12/2006,Confirmed
22610955,Unk-22610955,05/12/2006,S,IPT,35000,.255000,29.950000,8895.050000,08/12/2006,Confirmed
22591572,Unk-22591572,04/12/2006,S,MOX,7600,1.300000,29.950000,9850.050000,07/12/2006,Confirmed
22590198,Unk-22590198,04/12/2006,S,JMSO,79000,.125000,29.950000,9845.050000,07/12/2006,Confirmed
22587771,Unk-22587771,04/12/2006,B,JMSO,160000,.062000,29.950000,9949.950000,07/12/2006,Confirmed
22571469,Unk-22571469,01/12/2006,S,PDN,1450,6.850000,29.950000,9902.550000,06/12/2006,Confirmed
22571410,Unk-22571410,01/12/2006,S,LHG,3200,3.070000,29.950000,9794.050000,06/12/2006,Confirmed
22566621,Unk-22566621,01/12/2006,B,IPT,35000,.285000,29.950000,10004.950000,06/12/2006,Confirmed
22564866,Unk-22564866,01/12/2006,B,INL,38000,.260000,29.950000,9909.950000,06/12/2006,Confirmed
22563687,Unk-22563687,01/12/2006,B,THXO,44000,.225000,29.950000,9929.950000,06/12/2006,Confirmed
22561786,Unk-22561786,01/12/2006,B,PDN,1450,6.870000,29.950000,9991.450000,06/12/2006,Confirmed
22561332,Unk-22561332,01/12/2006,B,LHG,3200,3.120000,29.950000,10013.950000,06/12/2006,Confirmed
22552997,Unk-22552997,30/11/2006,B,URAO,3650,.615000,29.950000,2274.700000,05/12/2006,Confirmed
22551682,Unk-22551682,30/11/2006,S,STO,970,10.300000,29.950000,9961.050000,05/12/2006,Confirmed
22545679,Unk-22545679,30/11/2006,B,MLS,150000,.065000,29.950000,9779.950000,05/12/2006,Confirmed
22539523,Unk-22539523,30/11/2006,S,MLS,196000,.069000,41.920000,13482.080000,05/12/2006,Confirmed
22530877,Unk-22530877,29/11/2006,S,EPG,12900,.800000,31.990000,10288.010000,04/12/2006,Confirmed
22526991,Unk-22526991,29/11/2006,B,EPG,12900,.775000,29.950000,10027.450000,04/12/2006,Confirmed
22526822,Unk-22526822,29/11/2006,S,LHG,3300,3.040000,31.100000,10000.900000,04/12/2006,Confirmed
22520243,Unk-22520243,29/11/2006,S,JMS,62000,.155000,29.950000,9580.050000,04/12/2006,Confirmed
22518517,Unk-22518517,29/11/2006,B,STO,970,10.260000,29.950000,9982.150000,04/12/2006,Confirmed
22517576,Unk-22517576,29/11/2006,B,MOX,7600,1.305000,29.950000,9947.950000,04/12/2006,Confirmed
22511288,Unk-22511288,28/11/2006,B,LHG,3300,2.950000,29.950000,9764.950000,01/12/2006,Confirmed
22502585,Unk-22502585,28/11/2006,B,JMS,62000,.160000,29.950000,9949.950000,01/12/2006,Confirmed
22500057,Unk-22500057,28/11/2006,B,MLS,196000,.051000,29.950000,10025.950000,01/12/2006,Confirmed
22497845,Unk-22497845,28/11/2006,B,AGS,5300,1.855000,29.950000,9861.450000,01/12/2006,Confirmed
22496031,Unk-22496031,28/11/2006,S,MLS,256000,.051000,40.470000,13015.530000,01/12/2006,Confirmed
22493263,Unk-22493263,28/11/2006,S,CBH,13000,.780000,31.430000,10108.570000,01/12/2006,Confirmed
22468847,Unk-22468847,24/11/2006,S,SMM,3700,2.620000,29.950000,9664.050000,29/11/2006,Confirmed
22468832,Unk-22468832,24/11/2006,S,PXS,3000,3.200000,29.950000,9570.050000,29/11/2006,Confirmed
22448006,Unk-22448006,23/11/2006,S,ZFX,740,16.540000,37.940000,12201.660000,28/11/2006,Confirmed
22447436,Unk-22447436,23/11/2006,S,TNGO,24500,.438762,33.320000,10716.340000,28/11/2006,Confirmed
22445801,Unk-22445801,23/11/2006,S,AGS,7000,1.505000,32.660000,10502.340000,28/11/2006,Confirmed
22445311,Unk-22445311,23/11/2006,B,TNGO,24500,.405000,29.950000,9952.450000,28/11/2006,Confirmed
22438901,Unk-22438901,23/11/2006,B,PXS,3000,3.310000,29.950000,9959.950000,28/11/2006,Confirmed
22435350,Unk-22435350,23/11/2006,B,APG,120000,.081000,29.950000,9749.950000,28/11/2006,Confirmed
22419477,Unk-22419477,22/11/2006,B,MLS,256000,.039000,29.950000,10013.950000,27/11/2006,Confirmed
22417214,Unk-22417214,22/11/2006,B,SMM,3700,2.700000,29.950000,10019.950000,27/11/2006,Confirmed
22416193,Unk-22416193,22/11/2006,S,SMM,3600,2.660000,29.950000,9546.050000,27/11/2006,Confirmed
22414555,Unk-22414555,22/11/2006,B,SMM,3600,2.750000,29.950000,9929.950000,27/11/2006,Confirmed
22407041,Unk-22407041,21/11/2006,S,SMM,4000,2.650000,32.860000,10567.140000,24/11/2006,Confirmed
22406977,Unk-22406977,21/11/2006,S,OXR,3200,3.100000,29.950000,9890.050000,24/11/2006,Confirmed
22406732,Unk-22406732,21/11/2006,S,APG,125000,.083000,32.160000,10342.840000,24/11/2006,Confirmed
22393819,Unk-22393819,21/11/2006,B,APG,125000,.079000,29.950000,9904.950000,24/11/2006,Confirmed
22387570,Unk-22387570,20/11/2006,B,OXR,3200,3.040000,29.950000,9757.950000,23/11/2006,Confirmed
22376313,Unk-22376313,20/11/2006,B,SMM,4000,2.480000,29.950000,9949.950000,23/11/2006,Confirmed
22347349,Unk-22347349,17/11/2006,S,AIM,33000,.275000,29.950000,9045.050000,22/11/2006,Confirmed
22344750,Unk-22344750,16/11/2006,S,SMM,4300,2.270000,29.950000,9731.050000,21/11/2006,Confirmed
22344572,Unk-22344572,16/11/2006,S,KZL,1400,6.880000,29.950000,9602.050000,21/11/2006,Confirmed
22344387,Unk-22344387,16/11/2006,S,APG,120000,.080000,29.950000,9570.050000,21/11/2006,Confirmed
22337145,Unk-22337145,16/11/2006,B,APG,120000,.081000,29.950000,9749.950000,21/11/2006,Confirmed
22335391,Unk-22335391,16/11/2006,B,SMM,4300,2.310000,29.950000,9962.950000,21/11/2006,Confirmed
22334419,Unk-22334419,16/11/2006,B,AIM,33000,.299352,29.950000,9908.550000,21/11/2006,Confirmed
22329876,Unk-22329876,16/11/2006,S,SMM,4000,2.290000,29.950000,9130.050000,21/11/2006,Confirmed
22320851,Unk-22320851,15/11/2006,B,KZL,1400,7.110000,29.950000,9983.950000,20/11/2006,Confirmed
22317744,Unk-22317744,15/11/2006,S,AIM,30000,.315000,29.950000,9420.050000,20/11/2006,Confirmed
22316605,Unk-22316605,15/11/2006,B,SMM,4000,2.420000,29.950000,9709.950000,20/11/2006,Confirmed
22313861,Unk-22313861,15/11/2006,B,AIM,30000,.320000,29.950000,9629.950000,20/11/2006,Confirmed
22310017,Unk-22310017,15/11/2006,S,APG,128000,.082000,32.540000,10463.460000,20/11/2006,Confirmed
22304785,Unk-22304785,15/11/2006,B,APG,128000,.078000,29.950000,10013.950000,20/11/2006,Confirmed
22296518,Unk-22296518,14/11/2006,S,APG,150000,.073000,33.950000,10916.050000,17/11/2006,Confirmed
22290008,Unk-22290008,14/11/2006,S,SMM,3800,2.490000,29.950000,9432.050000,17/11/2006,Confirmed
22281113,Unk-22281113,13/11/2006,B,ZFX,640,15.590000,29.950000,10007.550000,16/11/2006,Confirmed
22268344,Unk-22268344,13/11/2006,B,GDNO,20000,.497500,29.950000,9979.950000,16/11/2006,Confirmed
22265902,Unk-22265902,13/11/2006,B,CBH,13000,.745000,29.950000,9714.950000,16/11/2006,Confirmed
22260249,Unk-22260249,13/11/2006,S,CBH,13000,.760000,29.950000,9850.050000,16/11/2006,Confirmed
22256492,Unk-22256492,10/11/2006,S,MOX,6000,1.570000,29.950000,9390.050000,15/11/2006,Confirmed
22256265,Unk-22256265,10/11/2006,S,AUT,13500,.700000,29.950000,9420.050000,15/11/2006,Confirmed
22256263,Unk-22256263,10/11/2006,S,ADI,5858,.795000,29.950000,4627.160000,15/11/2006,Confirmed
22252866,Unk-22252866,10/11/2006,S,KZL,1300,7.700000,31.030000,9978.970000,15/11/2006,Confirmed
22250018,Unk-22250018,10/11/2006,B,AUT,13500,.730000,29.950000,9884.950000,15/11/2006,Confirmed
22247631,Unk-22247631,10/11/2006,B,ADI,5858,.765000,29.950000,4511.320000,15/11/2006,Confirmed
22245900,Unk-22245900,10/11/2006,B,KZL,1300,7.620000,29.950000,9935.950000,15/11/2006,Confirmed
22236069,Unk-22236069,09/11/2006,B,SMM,3800,2.650000,31.220000,10101.220000,14/11/2006,Confirmed
22231755,Unk-22231755,09/11/2006,S,ADI,17000,.635000,33.460000,10761.540000,14/11/2006,Confirmed
22227081,Unk-22227081,09/11/2006,B,MOX,6000,1.665000,29.950000,10019.950000,14/11/2006,Confirmed
22224394,Unk-22224394,09/11/2006,S,MOX,5700,1.700000,29.950000,9660.050000,14/11/2006,Confirmed
22223697,Unk-22223697,09/11/2006,S,KZL,1300,7.257738,29.950000,9405.110000,14/11/2006,Confirmed
22222005,Unk-22222005,09/11/2006,B,CBH,13000,.765000,29.950000,9974.950000,14/11/2006,Confirmed
22219391,Unk-22219391,09/11/2006,B,KZL,1300,7.508400,29.950000,9790.870000,14/11/2006,Confirmed
22217737,Unk-22217737,09/11/2006,B,MOX,5700,1.750000,29.950000,10004.950000,14/11/2006,Confirmed
22216885,Unk-22216885,09/11/2006,S,CBH,14000,.770000,33.420000,10746.580000,14/11/2006,Confirmed
22213406,Unk-22213406,08/11/2006,S,KZL,1300,7.500000,29.950000,9720.050000,13/11/2006,Confirmed
22182964,Unk-22182964,07/11/2006,S,MOX,7000,1.470000,31.900000,10258.100000,10/11/2006,Confirmed
22168482,Unk-22168482,07/11/2006,B,KZL,1300,7.640000,29.950000,9961.950000,10/11/2006,Confirmed
22163061,Unk-22163061,07/11/2006,B,AGS,7000,1.425000,29.950000,10004.950000,10/11/2006,Confirmed
22137310,Unk-22137310,03/11/2006,S,CBH,3000,.760000,29.950000,2250.050000,09/11/2006,Confirmed
22131030,Unk-22131030,03/11/2006,S,AUZ,100000,.076000,29.950000,7570.050000,09/11/2006,Confirmed
22127127,Unk-22127127,03/11/2006,S,ABS,1450,6.730000,29.950000,9728.550000,09/11/2006,Confirmed
22126251,Unk-22126251,03/11/2006,B,MOX,7000,1.425000,29.950000,10004.950000,09/11/2006,Confirmed
22119417,Unk-22119417,03/11/2006,S,BMN,7200,1.280000,29.950000,9186.050000,09/11/2006,Confirmed
22110921,Unk-22110921,02/11/2006,S,OXR,3000,3.250000,29.950000,9720.050000,08/11/2006,Confirmed
22110881,Unk-22110881,02/11/2006,S,MOX,6800,1.360000,29.950000,9218.050000,08/11/2006,Confirmed
22109215,Unk-22109215,02/11/2006,B,APG,150000,.065000,29.950000,9779.950000,08/11/2006,Confirmed
22109116,Unk-22109116,02/11/2006,B,ABS,1450,6.880000,29.950000,10005.950000,08/11/2006,Confirmed
22109112,Unk-22109112,02/11/2006,B,OXR,3000,3.240000,29.950000,9749.950000,08/11/2006,Confirmed
22096582,Unk-22096582,02/11/2006,B,URAO,18000,.555000,29.950000,10019.950000,08/11/2006,Confirmed
22089602,Unk-22089602,01/11/2006,S,APG,150000,.067000,31.150000,10018.850000,06/11/2006,Confirmed
22087566,Unk-22087566,01/11/2006,B,MOX,6800,1.470000,29.950000,10025.950000,06/11/2006,Confirmed
22087162,Unk-22087162,01/11/2006,B,ADI,17000,.585000,29.950000,9974.950000,06/11/2006,Confirmed
22086235,Unk-22086235,01/11/2006,B,BMN,7200,1.385000,29.950000,10001.950000,06/11/2006,Confirmed
22080337,Unk-22080337,01/11/2006,S,AOEO,37000,.167703,29.950000,6175.050000,06/11/2006,Confirmed
22078822,Unk-22078822,01/11/2006,S,MOX,6200,1.540000,29.950000,9518.050000,06/11/2006,Confirmed
22071110,Unk-22071110,31/10/2006,B,GDNO,9044,.885000,29.950000,8033.890000,03/11/2006,Confirmed
22069821,Unk-22069821,31/10/2006,S,GDN,8000,1.200000,29.950000,9570.050000,03/11/2006,Confirmed
22069820,Unk-22069820,31/10/2006,S,GDN,8000,1.200000,29.950000,9570.050000,03/11/2006,Confirmed
22069819,Unk-22069819,31/10/2006,S,GDN,8000,1.200000,29.950000,9570.050000,03/11/2006,Confirmed
22069695,Unk-22069695,31/10/2006,S,BHP,350,27.280000,29.950000,9518.050000,03/11/2006,Confirmed
22068201,Unk-22068201,31/10/2006,B,MOX,6200,1.605000,29.950000,9980.950000,03/11/2006,Confirmed
22068158,Unk-22068158,31/10/2006,B,GDNO,11500,.865000,29.950000,9977.450000,03/11/2006,Confirmed
22063944,Unk-22063944,31/10/2006,B,GDNO,10500,.920000,29.950000,9689.950000,03/11/2006,Confirmed
22062046,Unk-22062046,31/10/2006,B,APG,150000,.066000,29.950000,9929.950000,03/11/2006,Confirmed
22052503,Unk-22052503,31/10/2006,S,MOX,8000,1.750000,43.400000,13956.600000,03/11/2006,Confirmed
22016158,Unk-22016158,27/10/2006,S,OXR,2900,3.290000,29.950000,9511.050000,01/11/2006,Confirmed
22010025,Unk-22010025,27/10/2006,B,GDN,13000,.836923,33.730000,10913.730000,01/11/2006,Confirmed
22003479,Unk-22003479,26/10/2006,B,CBH,14000,.690000,29.950000,9689.950000,31/10/2006,Confirmed
22003404,Unk-22003404,26/10/2006,S,BHP,650,28.120000,56.660000,18221.340000,31/10/2006,Confirmed
22000115,Unk-22000115,26/10/2006,B,OXR,2900,3.410000,29.950000,9918.950000,31/10/2006,Confirmed
21981743,Unk-21981743,25/10/2006,S,CBH,13500,.670000,29.950000,9015.050000,30/10/2006,Confirmed
21968327,Unk-21968327,25/10/2006,S,ZFX,700,13.830000,29.950000,9651.050000,30/10/2006,Confirmed
21966397,Unk-21966397,25/10/2006,S,GDN,18000,.555000,29.950000,9960.050000,30/10/2006,Confirmed
21928309,Unk-21928309,23/10/2006,B,CBH,16500,.600000,29.950000,9929.950000,26/10/2006,Confirmed
21926941,Unk-21926941,23/10/2006,B,AOEO,37000,.265000,29.950000,9834.950000,26/10/2006,Confirmed
21922321,Unk-21922321,23/10/2006,B,AUZ,100000,.091000,29.950000,9129.950000,26/10/2006,Confirmed
21919234,Unk-21919234,20/10/2006,S,AUZ,133000,.086000,35.450000,11402.550000,25/10/2006,Confirmed
21899802,Unk-21899802,19/10/2006,S,AOEO,45000,.240000,33.470000,10766.530000,24/10/2006,Confirmed
21873697,Unk-21873697,18/10/2006,B,AOEO,45000,.215000,29.950000,9704.950000,23/10/2006,Confirmed
21867977,Unk-21867977,18/10/2006,B,AUZ,133000,.075000,29.950000,10004.950000,23/10/2006,Confirmed
21866790,Unk-21866790,18/10/2006,S,OXR,2900,3.280000,29.950000,9482.050000,23/10/2006,Confirmed
21844555,Unk-21844555,17/10/2006,B,OXR,2900,3.340000,29.950000,9715.950000,20/10/2006,Confirmed
21840296,Unk-21840296,16/10/2006,S,AOEO,16844,.190000,29.950000,3170.410000,19/10/2006,Confirmed
21840290,Unk-21840290,16/10/2006,B,AOEO,16844,.185000,29.950000,3146.090000,19/10/2006,Confirmed
21837424,Unk-21837424,16/10/2006,S,CBH,19800,.525000,32.220000,10362.780000,19/10/2006,Confirmed
21820531,Unk-21820531,13/10/2006,S,CDU,2500,3.850000,29.950000,9595.050000,18/10/2006,Confirmed
21820501,Unk-21820501,13/10/2006,B,CBH,19800,.500000,29.950000,9929.950000,18/10/2006,Confirmed
21808230,Unk-21808230,13/10/2006,B,CDU,2500,3.900000,29.950000,9779.950000,18/10/2006,Confirmed
21807284,Unk-21807284,13/10/2006,B,MOX,8000,1.215000,29.950000,9749.950000,18/10/2006,Confirmed
21801922,Unk-21801922,12/10/2006,S,PMH,20000,.475000,29.950000,9470.050000,17/10/2006,Confirmed
21791077,Unk-21791077,12/10/2006,B,PMH,20000,.475000,29.950000,9529.950000,17/10/2006,Confirmed
21782791,Unk-21782791,11/10/2006,S,CDU,2500,3.800000,29.950000,9470.050000,16/10/2006,Confirmed
21782596,Unk-21782596,11/10/2006,S,MOX,8000,1.210000,29.950000,9650.050000,16/10/2006,Confirmed
21773786,Unk-21773786,11/10/2006,S,RBY,300000,.029000,29.950000,8670.050000,16/10/2006,Confirmed
21768906,Unk-21768906,11/10/2006,S,NCM,450,21.960000,29.950000,9852.050000,16/10/2006,Confirmed
21767327,Unk-21767327,11/10/2006,B,RBY,300000,.031000,29.950000,9329.950000,16/10/2006,Confirmed
21767179,Unk-21767179,11/10/2006,B,MOX,8000,1.240000,29.950000,9949.950000,16/10/2006,Confirmed
21766656,Unk-21766656,11/10/2006,B,CDU,2500,3.950000,29.950000,9904.950000,16/10/2006,Confirmed
21763736,Unk-21763736,10/10/2006,S,AGS,10000,.940000,29.950000,9370.050000,13/10/2006,Confirmed
21760715,Unk-21760715,10/10/2006,S,MOX,12500,.875000,33.900000,10903.600000,13/10/2006,Confirmed
21758513,Unk-21758513,10/10/2006,B,MOX,12500,.790000,29.950000,9904.950000,13/10/2006,Confirmed
21747144,Unk-21747144,09/10/2006,B,AGS,10000,.920000,29.950000,9229.950000,12/10/2006,Confirmed
21746330,Unk-21746330,09/10/2006,S,CDU,2700,3.930000,32.890000,10578.110000,12/10/2006,Confirmed
21737985,Unk-21737985,09/10/2006,B,CDU,2700,3.670000,29.950000,9938.950000,12/10/2006,Confirmed
21737106,Unk-21737106,09/10/2006,S,AUZ,200000,.049000,29.950000,9770.050000,12/10/2006,Confirmed
21734470,Unk-21734470,09/10/2006,B,GDN,30000,.325000,29.950000,9779.950000,12/10/2006,Confirmed
21734266,Unk-21734266,09/10/2006,B,AUZ,200000,.048000,29.950000,9629.950000,12/10/2006,Confirmed
21721694,Unk-21721694,06/10/2006,S,PMH,24000,.475000,35.340000,11364.660000,11/10/2006,Confirmed
21721310,Unk-21721310,06/10/2006,S,GDN,28000,.345000,29.950000,9630.050000,11/10/2006,Confirmed
21720685,Unk-21720685,06/10/2006,B,ZFX,800,12.050000,29.950000,9669.950000,11/10/2006,Confirmed
21708954,Unk-21708954,05/10/2006,B,PMH,24000,.415000,29.950000,9989.950000,10/10/2006,Confirmed
21708496,Unk-21708496,05/10/2006,S,PMH,22500,.445000,31.040000,9981.460000,10/10/2006,Confirmed
21708103,Unk-21708103,05/10/2006,B,PMH,22500,.444333,29.950000,10027.450000,10/10/2006,Confirmed
21694156,Unk-21694156,04/10/2006,S,ABS,1500,6.340000,29.950000,9480.050000,09/10/2006,Confirmed
21693042,Unk-21693042,04/10/2006,B,NCM,450,21.150000,29.950000,9547.450000,09/10/2006,Confirmed
21687917,Unk-21687917,04/10/2006,S,BEC,15800,.620000,29.950000,9766.050000,09/10/2006,Confirmed
21682984,Unk-21682984,04/10/2006,S,ZFX,800,11.950000,29.950000,9530.050000,09/10/2006,Confirmed
21681145,Unk-21681145,04/10/2006,B,ABS,1500,6.280000,29.950000,9449.950000,09/10/2006,Confirmed
21677039,Unk-21677039,03/10/2006,B,ZFX,800,12.110000,29.950000,9717.950000,06/10/2006,Confirmed
21671642,Unk-21671642,03/10/2006,S,MST,55000,.150000,29.950000,8220.050000,06/10/2006,Confirmed
21669682,Unk-21669682,03/10/2006,S,ZFX,900,12.080000,33.700000,10838.300000,06/10/2006,Confirmed
21668137,Unk-21668137,03/10/2006,B,MST,55000,.165000,29.950000,9104.950000,06/10/2006,Confirmed
21651024,Unk-21651024,29/09/2006,B,GDN,28000,.285000,29.950000,8009.950000,05/10/2006,Confirmed
21550377,Unk-21550377,20/09/2006,S,CUE,40000,.135000,29.950000,5370.050000,25/09/2006,Confirmed
21550326,Unk-21550326,20/09/2006,B,BEC,15800,.628714,29.950000,9963.630000,25/09/2006,Confirmed
21543717,Unk-21543717,20/09/2006,B,ZFX,900,11.020000,29.950000,9947.950000,25/09/2006,Confirmed
21539392,Unk-21539392,20/09/2006,S,RIN,750,12.600000,29.950000,9420.050000,25/09/2006,Confirmed
21504822,Unk-21504822,15/09/2006,B,RIN,750,12.920000,29.950000,9719.950000,20/09/2006,Confirmed
21504094,Unk-21504094,15/09/2006,S,ABS,1200,6.170000,29.950000,7374.050000,20/09/2006,Confirmed
21484451,Unk-21484451,14/09/2006,S,PRY,450,11.700000,29.950000,5235.050000,19/09/2006,Confirmed
21474384,Unk-21474384,13/09/2006,B,ABS,1200,5.930000,29.950000,7145.950000,18/09/2006,Confirmed
21462082,Unk-21462082,12/09/2006,B,PRY,450,11.860000,29.950000,5366.950000,15/09/2006,Confirmed
21405086,Unk-21405086,08/09/2006,S,RIM,180000,.062000,34.600000,11125.400000,13/09/2006,Confirmed
21404137,Unk-21404137,08/09/2006,B,RIM,180000,.056000,31.250000,10111.250000,13/09/2006,Confirmed
21390334,Unk-21390334,07/09/2006,S,AGS,11500,.895000,31.900000,10260.600000,12/09/2006,Confirmed
21388818,Unk-21388818,07/09/2006,B,AGS,11500,.850000,29.950000,9804.950000,12/09/2006,Confirmed
21381241,Unk-21381241,06/09/2006,S,NCM,500,21.720000,33.660000,10826.340000,11/09/2006,Confirmed
21304661,Unk-21304661,30/08/2006,B,CUE,40000,.155000,29.950000,6229.950000,04/09/2006,Confirmed
21273866,Unk-21273866,28/08/2006,S,ZFX,600,11.820000,29.950000,7062.050000,31/08/2006,Confirmed
21247603,Unk-21247603,25/08/2006,B,ZFX,600,11.210000,29.950000,6755.950000,30/08/2006,Confirmed
21203649,Unk-21203649,22/08/2006,S,WPL,100,43.700000,29.950000,4340.050000,25/08/2006,Confirmed
21135310,Unk-21135310,16/08/2006,B,NCM,500,19.870000,29.950000,9964.950000,21/08/2006,Confirmed
21114556,Unk-21114556,14/08/2006,B,WPL,100,41.490000,29.950000,4178.950000,17/08/2006,Confirmed
21090572,Unk-21090572,11/08/2006,S,NCM,600,20.010000,37.210000,11968.790000,16/08/2006,Confirmed
20830539,Unk-20830539,18/07/2006,B,NCM,600,19.110000,35.540000,11501.540000,21/07/2006,Confirmed
20476809,Unk-20476809,19/06/2006,B,BHP,1000,27.090000,83.970000,27173.970000,22/06/2006,Confirmed
